the_geom,SCHOOL_ID,Short_Name,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
POINT (-87.66952750427116 41.92884109996936),610136,PRESCOTT,"1632 W Wrightwood Ave, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6695275,41.9288411
POINT (-87.77241416628834 41.965619070854565),610137,PRUSSING,"4650 N Menard Ave, 60630",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.77241417,41.96561907
POINT (-87.6838014306478 41.918486277743455),610138,PULASKI,"2230 W McLean Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68380143,41.91848628
POINT (-87.60943096743696 41.688819352190364),610139,PULLMAN,"11311 S Forrestville Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60943097,41.68881935
POINT (-87.67092241919761 41.96074569176259),610141,RAVENSWOOD,"4332 N Paulina St, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67092242,41.96074569
POINT (-87.59475207202254 41.79234788018115),610142,RAY,"5631 S Kimbark Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.59475207,41.79234788
POINT (-87.60492543044663 41.80417379096906),610143,REAVIS,"834 E 50th St, 60615",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60492543,41.80417379
POINT (-87.71954054422258 41.941093989839835),610144,REILLY,"3650 W School St, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.71954054,41.94109399
POINT (-87.76898261876582 41.94301889519389),610145,REINBERG,"3425 N Major Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.76898262,41.9430189
POINT (-87.60017682328274 41.76419586431344),610146,REVERE,"1010 E 72nd St, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60017682,41.76419586
POINT (-87.69718539374834 42.01526504556588),610147,ROGERS,"7345 N Washtenaw Ave, 60645",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69718539,42.01526505
POINT (-87.66603693425228 41.80714283064575),610148,CHAVEZ,"4747 S Marshfield Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66603693,41.80714283
POINT (-87.61806644739089 41.751945575252385),610152,RUGGLES,"7831 S Prairie Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.61806645,41.75194558
POINT (-87.63884270034876 41.73537938937342),610153,RYDER,"8716 S Wallace St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6388427,41.73537939
POINT (-87.74595144444002 41.99116924566341),610155,SAUGANASH,"6040 N Kilpatrick Ave, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.74595144,41.99116925
POINT (-87.70500578054565 41.79749820232971),610157,SAWYER,"5248 S Sawyer Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70500578,41.7974982
POINT (-87.79872070511777 41.91415062927054),610158,SAYRE,"1850 N Newland Ave, 60707",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.79872071,41.91415063
POINT (-87.73217877768654 41.94167760315429),610159,SCAMMON,"4201 W Henderson St, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73217878,41.9416776
POINT (-87.81419465454108 42.0168916405905),610163,STOCK,"7507 W Birchwood Ave, 60631",ES,PK,District,-87.81419465,42.01689164
POINT (-87.76119046882289 41.9304033154651),610165,SCHUBERT,"2727 N Long Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.76119047,41.93040332
POINT (-87.66877201152457 41.810333240125665),610167,SEWARD,"4600 S Hermitage Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66877201,41.81033324
POINT (-87.70419859113254 41.811068609241815),610170,COLUMBIA EXPLORERS,"4520 S Kedzie Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70419859,41.81106861
POINT (-87.55278794439316 41.73171691578895),610171,MIRELES,"9000 S Exchange Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.55278794,41.73171692
POINT (-87.65022144566161 41.79976620533543),610172,SHERMAN,"1000 W 52nd St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65022145,41.79976621
POINT (-87.63227938229912 41.790800243325855),610173,SHERWOOD,"245 W 57th St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63227938,41.79080024
POINT (-87.68964723524776 41.81590948589596),610174,SHIELDS,"4250 S Rockwell St, 60632",ES,"PK, K, 1, 2, 3, 4",District,-87.68964724,41.81590949
POINT (-87.59390494160888 41.80429401583151),610175,SHOESMITH,"1330 E 50th St, 60615",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.59390494,41.80429402
POINT (-87.65866905202984 41.69091887627593),610176,SHOOP,"11140 S Bishop St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65866905,41.69091888
POINT (-87.65941897616551 41.879102542176845),610177,SKINNER,"1260 W Adams St, 60607",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65941898,41.87910254
POINT (-87.59693188178447 41.7169888716671),610178,SCHMID,"9755 S Greenwood Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.59693188,41.71698887
POINT (-87.78197453753317 41.958868035570845),610179,SMYSER,"4310 N Melvina Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.78197454,41.95886804
POINT (-87.65344502668637 41.86535101811163),610180,SMYTH,"1059 W 13th St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65344503,41.86535102
POINT (-87.72404263306203 41.99394233241605),610182,SOLOMON,"6206 N Hamlin Ave, 60659",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72404263,41.99394233
POINT (-87.75044473105727 41.88487639768195),610183,SPENCER TECH ACAD,"214 N Lavergne Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.75044473,41.8848764
POINT (-87.73166568492817 41.74710687859607),610185,STEVENSON,"8010 S Kostner Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73166568,41.74710688
POINT (-87.63997360422805 41.69649616292765),610188,DUNNE TECH ACAD,"10845 S Union Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6399736,41.69649616
POINT (-87.68479278594201 41.99535905094481),610191,STONE,"6239 N Leavitt St, 60659",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.68479279,41.99535905
POINT (-87.71331750070793 41.91193807892008),610192,STOWE,"3444 W Wabansia Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7133175,41.91193808
POINT (-87.54292760841355 41.7438285240259),610193,NEW SULLIVAN,"8331 S Mackinaw Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.54292761,41.74382852
POINT (-87.73352395108311 41.870828378524244),610194,SUMNER,"4320 W 5th Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73352395,41.87082838
POINT (-87.67682117257347 41.71144507048929),610195,SUTHERLAND,"10015 S Leavitt St, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67682117,41.71144507
POINT (-87.65829608026417 41.98913906016773),610196,SWIFT,"5900 N Winthrop Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65829608,41.98913906
POINT (-87.67372272472176 41.89240461130975),610197,TALCOTT,"1840 W Ohio St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67372272,41.89240461
POINT (-87.53297076750309 41.715470375344196),610198,TAYLOR,"9912 S Avenue H, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.53297077,41.71547038
POINT (-87.65811083885912 41.677505446427055),610199,COLEMON,"1441 W 119th St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65811084,41.67750545
POINT (-87.54427997626483 41.73332423774019),610200,"THORP, J","8914 S Buffalo Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.54427998,41.73332424
POINT (-87.77763129474631 41.94857131145994),610201,"THORP, O","6024 W Warwick Ave, 60634",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7776313,41.94857131
POINT (-87.7305663846513 41.88410224125941),610202,TILTON,"223 N Keeler Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.73056639,41.88410224
POINT (-87.708179184033 41.787523229256514),610203,TONTI,"5815 S Homan Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.70817918,41.78752323
POINT (-87.75892840072956 41.79904639720592),610206,TWAIN,"5134 S Lotus Ave, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7589284,41.7990464
POINT (-87.66555862134634 41.72081703371227),610207,VANDERPOEL,"9510 S Prospect Ave, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.66555862,41.72081703
POINT (-87.62714768793036 41.69626234715829),610208,LAVIZZO,"138 W 109th St, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62714769,41.69626235
POINT (-87.72460522409652 41.97163400116181),610209,VOLTA,"4950 N Avers Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72460522,41.971634
POINT (-87.71060878865852 41.97150444292288),610212,ALBANY PARK,"4929 N Sawyer Ave, 60625",ES,"7, 8",District,-87.71060879,41.97150444
POINT (-87.60101811278476 41.77347789748448),610213,WADSWORTH,"6650 S Ellis Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60101811,41.7734779
POINT (-87.70506426007299 41.84095691074145),610215,MADERO,"3202 W 28th St, 60623",ES,"6, 7, 8",District,-87.70506426,41.84095691
POINT (-87.64808617420633 41.85483574672973),610216,WALSH,"2015 S Peoria St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64808617,41.85483575
POINT (-87.63535578864986 41.84398008909466),610217,"WARD, J","2701 S Shields Ave, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.63535579,41.84398009
POINT (-87.57535254880202 41.72676290830874),610218,WARREN,"9239 S Jeffery Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.57535255,41.72676291
POINT (-87.53601529919601 41.68813148338763),610219,"WASHINGTON, G","3611 E 114th St, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5360153,41.68813148
POINT (-87.69133251142506 41.96436540333339),610220,WATERS,"4540 N Campbell Ave, 60625",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69133251,41.9643654
POINT (-87.72752437440957 41.869915857763885),610221,WEBSTER,"4055 W Arthington St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72752437,41.86991586
POINT (-87.65820483631407 41.76507589571757),610223,WENTWORTH,"1340 W 71st St, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65820484,41.7650759
POINT (-87.65538382114454 41.683907009687786),610225,WHISTLER,"11533 S Ada St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65538382,41.68390701
POINT (-87.71098733185424 41.79234608382597),610226,SANDOVAL,"5534 S Saint Louis Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.71098733,41.79234608
POINT (-87.7255456427252 41.84008042644524),610227,WHITNEY,"2815 S Komensky Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.72554564,41.84008043
POINT (-87.67339165433035 41.850480886147),610228,WHITTIER,"1900 W 23rd St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67339165,41.85048089
POINT (-87.67776098072349 41.90705300429838),610229,PRITZKER,"2009 W Schiller St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.67776098,41.90705301
POINT (-87.7783448615387 42.00749066934333),610230,WILDWOOD,"6950 N Hiawatha Ave, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.77834486,42.00749067
POINT (-87.62930832983595 41.85279976953131),610231,NATIONAL TEACHERS,"55 W Cermak Rd, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62930833,41.85279977
POINT (-87.70028031260621 41.915038547085196),610234,YATES,"1839 N Richmond St, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70028031,41.91503855
POINT (-87.76714284601937 41.9067905738164),610235,YOUNG,"1434 N Parkside Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.76714285,41.90679057
POINT (-87.62713680545437 41.80913475686662),610237,BEETHOVEN,"25 W 47th St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62713681,41.80913476
POINT (-87.65301778635478 41.76536056570044),610238,BOND,"7050 S May St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.65301779,41.76536057
POINT (-87.67220640216625 41.802342867518746),610239,DALEY,"5024 S Wolcott Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6722064,41.80234287
POINT (-87.64974916517143 41.95998415465289),610242,BRENNEMANN,"4251 N Clarendon Ave, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.64974916,41.95998416
POINT (-87.75332487134204 41.87288500496833),610244,CLARK HS,"5101 W Harrison St, 60644",HS,"8, 9, 10, 11, 12",District,-87.75332487,41.87288501
POINT (-87.76766845556021 41.89036862899963),610245,DOUGLASS HS,"543 N Waller Ave, 60644",HS,"9, 10, 11, 12",District,-87.76766846,41.89036863
POINT (-87.6256915785112 41.798464959275144),610246,BEASLEY,"5255 S State St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62569158,41.79846496
